ISIN,기준일,섹터코드,섹터명,ETF비중,시장비중,시장대비,종목명_세이브로
KR7138530001,20260813,FGSC.50,통신서비스,18.5815,.66,17.92,미래에셋TIGERLG그룹+증권상장지수투자신탁(주식)
KR7138530001,,FGSC.55,유틸리티,,,,
KR7445910003,20260813,FGSC.10,에너지,8.4308,2,6.43,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.15,소재,2.6835,2.8,-.12,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.20,산업재,20.4886,13.59,6.9,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.25,경기소비재,18.0133,6.12,11.9,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.30,필수소비재,20.2747,1.91,18.37,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,,FGSC.35,의료,,,,
KR7445910003,20260813,FGSC.40,금융,10.8384,7.56,3.28,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.45,IT,12.8986,59.71,-46.81,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,20260813,FGSC.50,통신서비스,6.372,.66,5.71,미래에셋TIGER MKF배당귀족증권상장지수투자신탁(주식)
KR7445910003,,FGSC.55,유틸리티,,,,
KR7289260002,20260813,FGSC.10,에너지,3.2413,2,1.24,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.15,소재,2.1057,2.8,-.7,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.20,산업재,14.1823,13.59,.59,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.25,경기소비재,3.1186,6.12,-3,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.30,필수소비재,1.0522,1.91,-.86,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.35,의료,6.5292,5.15,1.37,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.40,금융,16.1089,7.56,8.55,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.45,IT,52.5681,59.71,-7.14,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,20260813,FGSC.50,통신서비스,1.0937,.66,.43,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식)
KR7289260002,,FGSC.55,유틸리티,,,,
KR7289250003,20260813,FGSC.10,에너지,2.1361,2,.13,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.15,소재,1.4538,2.8,-1.35,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.20,산업재,9.0676,13.59,-4.52,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.25,경기소비재,4.1898,6.12,-1.93,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.30,필수소비재,1.5772,1.91,-.33,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.35,의료,2.6994,5.15,-2.45,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.40,금융,15.0724,7.56,7.51,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.45,IT,63.0955,59.71,3.38,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.50,통신서비스,.3837,.66,-.28,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7289250003,20260813,FGSC.55,유틸리티,.3245,.5,-.17,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.10,에너지,.9851,2,-1.02,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.15,소재,1.21,2.8,-1.59,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.20,산업재,8.9421,13.59,-4.65,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.25,경기소비재,4.6495,6.12,-1.47,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.30,필수소비재,1.0392,1.91,-.87,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.35,의료,2.2899,5.15,-2.86,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.40,금융,7.1825,7.56,-.38,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.45,IT,73.1135,59.71,13.4,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.50,통신서비스,.3193,.66,-.34,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR7310970009,20260813,FGSC.55,유틸리티,.269,.5,-.23,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식)
KR70000D0009,,FGSC.10,에너지,,,,
KR70000D0009,,FGSC.15,소재,,,,
KR70000D0009,,FGSC.20,산업재,,,,
KR70000D0009,,FGSC.25,경기소비재,,,,
KR70000D0009,,FGSC.30,필수소비재,,,,
KR70000D0009,,FGSC.35,의료,,,,
KR70000D0009,,FGSC.40,금융,,,,
KR70000D0009,,FGSC.45,IT,,,,
KR70000D0009,,FGSC.50,통신서비스,,,,
KR70000D0009,,FGSC.55,유틸리티,,,,
KR7143850006,,FGSC.10,에너지,,,,
KR7143850006,,FGSC.15,소재,,,,
KR7143850006,,FGSC.20,산업재,,,,
KR7143850006,,FGSC.25,경기소비재,,,,
KR7143850006,,FGSC.30,필수소비재,,,,
KR7143850006,,FGSC.35,의료,,,,
KR7143850006,,FGSC.40,금융,,,,
KR7143850006,,FGSC.45,IT,,,,
KR7143850006,,FGSC.50,통신서비스,,,,
KR7143850006,,FGSC.55,유틸리티,,,,
KR7269370003,,FGSC.10,에너지,,,,
KR7269370003,,FGSC.15,소재,,,,
KR7269370003,,FGSC.20,산업재,,,,
KR7269370003,,FGSC.25,경기소비재,,,,
KR7269370003,,FGSC.30,필수소비재,,,,
KR7269370003,,FGSC.35,의료,,,,
KR7269370003,,FGSC.40,금융,,,,
KR7269370003,,FGSC.45,IT,,,,
KR7269370003,,FGSC.50,통신서비스,,,,
KR7269370003,,FGSC.55,유틸리티,,,,
KR70195S0007,,FGSC.10,에너지,,,,
KR70195S0007,,FGSC.15,소재,,,,
KR70195S0007,,FGSC.20,산업재,,,,
KR70195S0007,,FGSC.25,경기소비재,,,,
KR70195S0007,,FGSC.30,필수소비재,,,,
KR70195S0007,,FGSC.35,의료,,,,
KR70195S0007,,FGSC.40,금융,,,,
KR70195S0007,,FGSC.45,IT,,,,
KR70195S0007,,FGSC.50,통신서비스,,,,
KR70195S0007,,FGSC.55,유틸리티,,,,
KR7453950008,,FGSC.10,에너지,,,,
KR7453950008,,FGSC.15,소재,,,,
KR7453950008,,FGSC.20,산업재,,,,
KR7453950008,,FGSC.25,경기소비재,,,,
KR7453950008,,FGSC.30,필수소비재,,,,
KR7453950008,,FGSC.35,의료,,,,
KR7453950008,,FGSC.40,금융,,,,
KR7453950008,,FGSC.45,IT,,,,
KR7453950008,,FGSC.50,통신서비스,,,,
KR7453950008,,FGSC.55,유틸리티,,,,
KR7364990002,,FGSC.10,에너지,,,,
KR7364990002,,FGSC.15,소재,,,,
KR7364990002,,FGSC.20,산업재,,,,
KR7364990002,,FGSC.25,경기소비재,,,,
KR7364990002,,FGSC.30,필수소비재,,,,
KR7364990002,,FGSC.35,의료,,,,
KR7364990002,,FGSC.40,금융,,,,
KR7364990002,20260813,FGSC.45,IT,100,59.71,40.29,미래에셋TIGER게임TOP10증권상장지수투자신탁(주식)
KR7364990002,,FGSC.50,통신서비스,,,,
KR7364990002,,FGSC.55,유틸리티,,,,
KR7139280002,,FGSC.10,에너지,,,,
KR7139280002,,FGSC.15,소재,,,,
KR7139280002,20260813,FGSC.20,산업재,1.5127,13.59,-12.08,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7139280002,20260813,FGSC.25,경기소비재,2.2843,6.12,-3.83,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7139280002,20260813,FGSC.30,필수소비재,32.362,1.91,30.45,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7139280002,20260813,FGSC.35,의료,39.1861,5.15,34.03,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7139280002,,FGSC.40,금융,,,,
KR7139280002,,FGSC.45,IT,,,,
KR7139280002,20260813,FGSC.50,통신서비스,17.0688,.66,16.41,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7139280002,20260813,FGSC.55,유틸리티,7.5861,.5,7.09,미래에셋TIGER경기방어증권상장지수투자신탁(주식)
KR7237440003,,FGSC.10,에너지,,,,
KR7237440003,,FGSC.15,소재,,,,
KR7237440003,20260813,FGSC.20,산업재,1.5028,13.59,-12.09,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7237440003,20260813,FGSC.25,경기소비재,2.2264,6.12,-3.89,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7237440003,20260813,FGSC.30,필수소비재,32.19,1.91,30.28,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7237440003,20260813,FGSC.35,의료,39.606,5.15,34.45,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7237440003,,FGSC.40,금융,,,,
KR7237440003,,FGSC.45,IT,,,,
KR7237440003,20260813,FGSC.50,통신서비스,16.9508,.66,16.29,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7237440003,20260813,FGSC.55,유틸리티,7.524,.5,7.03,미래에셋TIGER경기방어혼합증권상장지수투자신탁(채권혼합)
KR7319640009,,FGSC.10,에너지,,,,
KR7319640009,,FGSC.15,소재,,,,
KR7319640009,,FGSC.20,산업재,,,,
KR7319640009,,FGSC.25,경기소비재,,,,
KR7319640009,,FGSC.30,필수소비재,,,,
KR7319640009,,FGSC.35,의료,,,,
KR7319640009,,FGSC.40,금융,,,,
KR7319640009,,FGSC.45,IT,,,,
KR7319640009,,FGSC.50,통신서비스,,,,
KR7319640009,,FGSC.55,유틸리티,,,,
KR70190Y0004,,FGSC.10,에너지,,,,
KR70190Y0004,,FGSC.15,소재,,,,
KR70190Y0004,,FGSC.20,산업재,,,,
KR70190Y0004,,FGSC.25,경기소비재,,,,
KR70190Y0004,,FGSC.30,필수소비재,,,,
KR70190Y0004,,FGSC.35,의료,,,,
KR70190Y0004,,FGSC.40,금융,,,,
KR70190Y0004,,FGSC.45,IT,,,,
KR70190Y0004,,FGSC.50,통신서비스,,,,
KR70190Y0004,,FGSC.55,유틸리티,,,,
KR7160580007,,FGSC.10,에너지,,,,
KR7160580007,,FGSC.15,소재,,,,
KR7160580007,,FGSC.20,산업재,,,,
KR7160580007,,FGSC.25,경기소비재,,,,
KR7160580007,,FGSC.30,필수소비재,,,,
KR7160580007,,FGSC.35,의료,,,,
KR7160580007,,FGSC.40,금융,,,,
KR7160580007,,FGSC.45,IT,,,,
KR7160580007,,FGSC.50,통신서비스,,,,
KR7160580007,,FGSC.55,유틸리티,,,,
KR7114820004,,FGSC.10,에너지,,,,
KR7114820004,,FGSC.15,소재,,,,
KR7114820004,,FGSC.20,산업재,,,,
KR7114820004,,FGSC.25,경기소비재,,,,
KR7114820004,,FGSC.30,필수소비재,,,,
KR7114820004,,FGSC.35,의료,,,,
KR7114820004,,FGSC.40,금융,,,,
KR7114820004,,FGSC.45,IT,,,,
KR7114820004,,FGSC.50,통신서비스,,,,
KR7114820004,,FGSC.55,유틸리티,,,,
KR7464310002,,FGSC.10,에너지,,,,
KR7464310002,,FGSC.15,소재,,,,
KR7464310002,,FGSC.20,산업재,,,,
KR7464310002,,FGSC.25,경기소비재,,,,
KR7464310002,,FGSC.30,필수소비재,,,,
KR7464310002,,FGSC.35,의료,,,,
KR7464310002,,FGSC.40,금융,,,,
KR7464310002,,FGSC.45,IT,,,,
KR7464310002,,FGSC.50,통신서비스,,,,
KR7464310002,,FGSC.55,유틸리티,,,,
KR7418670006,,FGSC.10,에너지,,,,
KR7418670006,,FGSC.15,소재,,,,
KR7418670006,,FGSC.20,산업재,,,,
KR7418670006,,FGSC.25,경기소비재,,,,
