ISIN,기준일,섹터코드,섹터명,ETF비중,시장비중,시장대비,종목명_세이브로
KR7219900008,,FGSC.25,경기소비재,,,,
KR7219900008,,FGSC.30,필수소비재,,,,
KR7219900008,,FGSC.35,의료,,,,
KR7219900008,,FGSC.40,금융,,,,
KR7219900008,,FGSC.45,IT,,,,
KR7219900008,,FGSC.50,통신서비스,,,,
KR7219900008,,FGSC.55,유틸리티,,,,
KR7272910001,,FGSC.10,에너지,,,,
KR7272910001,,FGSC.15,소재,,,,
KR7272910001,,FGSC.20,산업재,,,,
KR7272910001,,FGSC.25,경기소비재,,,,
KR7272910001,,FGSC.30,필수소비재,,,,
KR7272910001,,FGSC.35,의료,,,,
KR7272910001,,FGSC.40,금융,,,,
KR7272910001,,FGSC.45,IT,,,,
KR7272910001,,FGSC.50,통신서비스,,,,
KR7272910001,,FGSC.55,유틸리티,,,,
KR70087F0003,,FGSC.10,에너지,,,,
KR70087F0003,,FGSC.15,소재,,,,
KR70087F0003,,FGSC.20,산업재,,,,
KR70087F0003,,FGSC.25,경기소비재,,,,
KR70087F0003,,FGSC.30,필수소비재,,,,
KR70087F0003,,FGSC.35,의료,,,,
KR70087F0003,,FGSC.40,금융,,,,
KR70087F0003,,FGSC.45,IT,,,,
KR70087F0003,,FGSC.50,통신서비스,,,,
KR70087F0003,,FGSC.55,유틸리티,,,,
KR7371870007,,FGSC.10,에너지,,,,
KR7371870007,,FGSC.15,소재,,,,
KR7371870007,,FGSC.20,산업재,,,,
KR7371870007,,FGSC.25,경기소비재,,,,
KR7371870007,,FGSC.30,필수소비재,,,,
KR7371870007,,FGSC.35,의료,,,,
KR7371870007,,FGSC.40,금융,,,,
KR7371870007,,FGSC.45,IT,,,,
KR7371870007,,FGSC.50,통신서비스,,,,
KR7371870007,,FGSC.55,유틸리티,,,,
KR70209Z0002,20260813,FGSC.10,에너지,7.5641,2,5.56,한국투자ACE코리아AI전력TOP10증권상장지수투자신탁(주식)
KR70209Z0002,,FGSC.15,소재,,,,
KR70209Z0002,20260813,FGSC.20,산업재,88.4014,13.59,74.81,한국투자ACE코리아AI전력TOP10증권상장지수투자신탁(주식)
KR70209Z0002,,FGSC.25,경기소비재,,,,
KR70209Z0002,,FGSC.30,필수소비재,,,,
KR70209Z0002,,FGSC.35,의료,,,,
KR70209Z0002,,FGSC.40,금융,,,,
KR70209Z0002,20260813,FGSC.45,IT,4.0344,59.71,-55.68,한국투자ACE코리아AI전력TOP10증권상장지수투자신탁(주식)
KR70209Z0002,,FGSC.50,통신서비스,,,,
KR70209Z0002,,FGSC.55,유틸리티,,,,
KR7380340000,,FGSC.10,에너지,,,,
KR7380340000,,FGSC.15,소재,,,,
KR7380340000,,FGSC.20,산업재,,,,
KR7380340000,,FGSC.25,경기소비재,,,,
KR7380340000,,FGSC.30,필수소비재,,,,
KR7380340000,,FGSC.35,의료,,,,
KR7380340000,,FGSC.40,금융,,,,
KR7380340000,20260813,FGSC.45,IT,100.0001,59.71,40.29,한국투자ACE코리아AI테크핵심산업증권상장지수투자신탁(주식)
KR7380340000,,FGSC.50,통신서비스,,,,
KR7380340000,,FGSC.55,유틸리티,,,,
KR7496120007,20260813,FGSC.10,에너지,.2266,2,-1.78,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.15,소재,.3716,2.8,-2.43,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.20,산업재,15.6299,13.59,2.04,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.25,경기소비재,11.4965,6.12,5.38,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.30,필수소비재,3.5605,1.91,1.65,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.35,의료,.9368,5.15,-4.22,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.40,금융,18.8175,7.56,11.26,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.45,IT,46.7139,59.71,-13,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.50,통신서비스,2.1408,.66,1.48,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7496120007,20260813,FGSC.55,유틸리티,.1062,.5,-.39,한국투자ACE코리아밸류업증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.10,에너지,.6736,2,-1.33,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.15,소재,1.4219,2.8,-1.38,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.20,산업재,10.6359,13.59,-2.95,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.25,경기소비재,4.4474,6.12,-1.67,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.30,필수소비재,1.9175,1.91,.01,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.35,의료,33.0286,5.15,27.87,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.40,금융,.6197,7.56,-6.94,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,20260813,FGSC.45,IT,47.2556,59.71,-12.45,한국투자ACE코스닥150증권상장지수투자신탁(주식)
KR7354500001,,FGSC.50,통신서비스,,,,
KR7354500001,,FGSC.55,유틸리티,,,,
KR7305050007,20260813,FGSC.10,에너지,2.1374,2,.14,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.15,소재,2.919,2.8,.12,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.20,산업재,13.9021,13.59,.31,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.25,경기소비재,6.2054,6.12,.09,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.30,필수소비재,1.8716,1.91,-.04,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.35,의료,3.3275,5.15,-1.83,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.40,금융,8.1213,7.56,.56,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.45,IT,60.1831,59.71,.47,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.50,통신서비스,.7397,.66,.08,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7305050007,20260813,FGSC.55,유틸리티,.5933,.5,.1,한국투자ACE코스피증권상장지수투자신탁(주식)
KR7457480002,,FGSC.10,에너지,,,,
KR7457480002,,FGSC.15,소재,,,,
KR7457480002,,FGSC.20,산업재,,,,
KR7457480002,,FGSC.25,경기소비재,,,,
KR7457480002,,FGSC.30,필수소비재,,,,
KR7457480002,,FGSC.35,의료,,,,
KR7457480002,,FGSC.40,금융,,,,
KR7457480002,,FGSC.45,IT,,,,
KR7457480002,,FGSC.50,통신서비스,,,,
KR7457480002,,FGSC.55,유틸리티,,,,
KR7469170005,,FGSC.10,에너지,,,,
KR7469170005,20260813,FGSC.15,소재,55.6466,2.8,52.85,한국투자ACE포스코그룹포커스증권상장지수투자신탁(주식)
KR7469170005,20260813,FGSC.20,산업재,29.7151,13.59,16.13,한국투자ACE포스코그룹포커스증권상장지수투자신탁(주식)
KR7469170005,,FGSC.25,경기소비재,,,,
KR7469170005,,FGSC.30,필수소비재,,,,
KR7469170005,,FGSC.35,의료,,,,
KR7469170005,,FGSC.40,금융,,,,
KR7469170005,20260813,FGSC.45,IT,14.6383,59.71,-45.07,한국투자ACE포스코그룹포커스증권상장지수투자신탁(주식)
KR7469170005,,FGSC.50,통신서비스,,,,
KR7469170005,,FGSC.55,유틸리티,,,,
KR7491220000,20260813,FGSC.10,에너지,1.3537,2,-.65,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.15,소재,2.1006,2.8,-.7,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.20,산업재,10.7568,13.59,-2.83,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.25,경기소비재,5.2723,6.12,-.84,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.30,필수소비재,1.565,1.91,-.34,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.35,의료,1.939,5.15,-3.22,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.40,금융,7.7649,7.56,.21,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.45,IT,68.0199,59.71,8.31,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.50,통신서비스,.8297,.66,.17,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7491220000,20260813,FGSC.55,유틸리티,.3979,.5,-.1,한화 PLUS 200 Total Return 증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.10,에너지,1.3544,2,-.65,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.15,소재,2.0923,2.8,-.71,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.20,산업재,10.7323,13.59,-2.86,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.25,경기소비재,5.262,6.12,-.85,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.30,필수소비재,1.5656,1.91,-.34,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.35,의료,1.9258,5.15,-3.23,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.40,금융,7.7703,7.56,.21,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.45,IT,68.0707,59.71,8.36,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.50,통신서비스,.8287,.66,.17,한화 PLUS 200증권상장지수투자신탁(주식)
KR7152100004,20260813,FGSC.55,유틸리티,.3977,.5,-.1,한화 PLUS 200증권상장지수투자신탁(주식)
KR7253150007,,FGSC.10,에너지,,,,
KR7253150007,,FGSC.15,소재,,,,
KR7253150007,,FGSC.20,산업재,,,,
KR7253150007,,FGSC.25,경기소비재,,,,
KR7253150007,,FGSC.30,필수소비재,,,,
KR7253150007,,FGSC.35,의료,,,,
KR7253150007,,FGSC.40,금융,,,,
KR7253150007,,FGSC.45,IT,,,,
KR7253150007,,FGSC.50,통신서비스,,,,
KR7253150007,,FGSC.55,유틸리티,,,,
KR7253160006,,FGSC.10,에너지,,,,
KR7253160006,,FGSC.15,소재,,,,
KR7253160006,,FGSC.20,산업재,,,,
KR7253160006,,FGSC.25,경기소비재,,,,
KR7253160006,,FGSC.30,필수소비재,,,,
KR7253160006,,FGSC.35,의료,,,,
KR7253160006,,FGSC.40,금융,,,,
KR7253160006,,FGSC.45,IT,,,,
KR7253160006,,FGSC.50,통신서비스,,,,
KR7253160006,,FGSC.55,유틸리티,,,,
KR70203D0004,20260813,FGSC.10,에너지,1.3849,2,-.62,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.15,소재,2.1104,2.8,-.69,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.20,산업재,10.9415,13.59,-2.65,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.25,경기소비재,5.2953,6.12,-.82,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.30,필수소비재,1.5863,1.91,-.32,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.35,의료,1.9231,5.15,-3.23,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.40,금융,7.7355,7.56,.18,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.45,IT,67.8028,59.71,8.09,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.50,통신서비스,.8259,.66,.16,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70203D0004,20260813,FGSC.55,유틸리티,.3939,.5,-.1,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형)
KR70210E0004,20260813,FGSC.10,에너지,1.3201,2,-.68,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.15,소재,2.1528,2.8,-.65,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.20,산업재,10.8227,13.59,-2.77,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.25,경기소비재,5.2152,6.12,-.9,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.30,필수소비재,1.6482,1.91,-.26,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.35,의료,1.8672,5.15,-3.29,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.40,금융,7.6979,7.56,.14,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.45,IT,68.0483,59.71,8.34,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.50,통신서비스,.8345,.66,.17,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR70210E0004,20260813,FGSC.55,유틸리티,.3932,.5,-.1,한화 PLUS 200커버드콜액티브증권상장지수투자신탁(주식-파생형)
KR7395750003,20260813,FGSC.10,에너지,2.6906,2,.69,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.15,소재,3.9801,2.8,1.18,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.20,산업재,14.6482,13.59,1.06,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.25,경기소비재,8.7587,6.12,2.64,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.30,필수소비재,1.97,1.91,.06,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.35,의료,2.5993,5.15,-2.55,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.40,금융,10.1258,7.56,2.57,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.45,IT,54.499,59.71,-5.21,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.50,통신서비스,.4595,.66,-.2,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395750003,20260813,FGSC.55,유틸리티,.2694,.5,-.23,한화 PLUS ESG가치주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.10,에너지,2.522,2,.52,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.15,소재,.9877,2.8,-1.81,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.20,산업재,14.2521,13.59,.66,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.25,경기소비재,4.5181,6.12,-1.6,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.30,필수소비재,4.7778,1.91,2.87,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.35,의료,6.1392,5.15,.98,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.40,금융,4.3685,7.56,-3.19,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.45,IT,61.6753,59.71,1.96,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.50,통신서비스,.2388,.66,-.42,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7395760002,20260813,FGSC.55,유틸리티,.5204,.5,.02,한화 PLUS ESG성장주액티브증권상장지수투자신탁(주식)
KR7453010001,,FGSC.10,에너지,,,,
KR7453010001,,FGSC.15,소재,,,,
KR7453010001,,FGSC.20,산업재,,,,
KR7453010001,,FGSC.25,경기소비재,,,,
KR7453010001,,FGSC.30,필수소비재,,,,
KR7453010001,,FGSC.35,의료,,,,
KR7453010001,,FGSC.40,금융,,,,
KR7453010001,,FGSC.45,IT,,,,
KR7453010001,,FGSC.50,통신서비스,,,,
KR7453010001,,FGSC.55,유틸리티,,,,
KR7227830007,20260813,FGSC.10,에너지,2.1242,2,.12,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.15,소재,2.8314,2.8,.03,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.20,산업재,13.932,13.59,.34,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.25,경기소비재,6.1974,6.12,.08,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.30,필수소비재,1.8896,1.91,-.02,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.35,의료,3.3207,5.15,-1.83,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.40,금융,8.4328,7.56,.87,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.45,IT,59.9453,59.71,.23,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.50,통신서비스,.7386,.66,.08,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7227830007,20260813,FGSC.55,유틸리티,.5881,.5,.09,한화 PLUS 코스피증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.10,에너지,1.0381,2,-.96,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.15,소재,1.7844,2.8,-1.02,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.20,산업재,7.9449,13.59,-5.64,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.25,경기소비재,5.2993,6.12,-.82,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.30,필수소비재,.574,1.91,-1.33,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.35,의료,1.8398,5.15,-3.31,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.40,금융,7.8008,7.56,.24,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.45,IT,72.4174,59.71,12.71,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.50,통신서비스,.8941,.66,.23,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7122090004,20260813,FGSC.55,유틸리티,.4068,.5,-.09,한화 PLUS 코스피50증권상장지수투자신탁(주식)
KR7429740004,,FGSC.10,에너지,,,,
KR7429740004,,FGSC.15,소재,,,,
KR7429740004,,FGSC.20,산업재,,,,
KR7429740004,,FGSC.25,경기소비재,,,,
KR7429740004,,FGSC.30,필수소비재,,,,
KR7429740004,,FGSC.35,의료,,,,
KR7429740004,20260813,FGSC.40,금융,100,7.56,92.44,한화 PLUS K리츠부동산상장지수투자신탁(재간접형)
KR7429740004,,FGSC.45,IT,,,,
KR7429740004,,FGSC.50,통신서비스,,,,
KR7429740004,,FGSC.55,유틸리티,,,,
KR70104G0001,,FGSC.10,에너지,,,,
KR70104G0001,,FGSC.15,소재,,,,
KR70104G0001,,FGSC.20,산업재,,,,
KR70104G0001,,FGSC.25,경기소비재,,,,
KR70104G0001,,FGSC.30,필수소비재,,,,
KR70104G0001,,FGSC.35,의료,,,,
KR70104G0001,,FGSC.40,금융,,,,
KR70104G0001,,FGSC.45,IT,,,,
KR70104G0001,,FGSC.50,통신서비스,,,,
KR70104G0001,,FGSC.55,유틸리티,,,,
KR70090B0002,,FGSC.10,에너지,,,,
KR70090B0002,20260813,FGSC.15,소재,5.0443,2.8,2.24,한화 PLUS K방산소부장증권상장지수투자신탁(주식)
KR70090B0002,20260813,FGSC.20,산업재,71.0599,13.59,57.47,한화 PLUS K방산소부장증권상장지수투자신탁(주식)
KR70090B0002,20260813,FGSC.25,경기소비재,16.0107,6.12,9.9,한화 PLUS K방산소부장증권상장지수투자신탁(주식)
KR70090B0002,,FGSC.30,필수소비재,,,,
KR70090B0002,,FGSC.35,의료,,,,
KR70090B0002,,FGSC.40,금융,,,,
KR70090B0002,20260813,FGSC.45,IT,7.885,59.71,-51.83,한화 PLUS K방산소부장증권상장지수투자신탁(주식)
KR70090B0002,,FGSC.50,통신서비스,,,,
KR70090B0002,,FGSC.55,유틸리티,,,,
KR7449450006,,FGSC.10,에너지,,,,
KR7449450006,20260813,FGSC.15,소재,2.1232,2.8,-.68,한화 PLUS K방산증권상장지수투자신탁(주식)
KR7449450006,20260813,FGSC.20,산업재,97.4108,13.59,83.82,한화 PLUS K방산증권상장지수투자신탁(주식)
KR7449450006,20260813,FGSC.25,경기소비재,.466,6.12,-5.65,한화 PLUS K방산증권상장지수투자신탁(주식)
KR7449450006,,FGSC.30,필수소비재,,,,
KR7449450006,,FGSC.35,의료,,,,
KR7449450006,,FGSC.40,금융,,,,
KR7449450006,,FGSC.45,IT,,,,
KR7449450006,,FGSC.50,통신서비스,,,,
KR7449450006,,FGSC.55,유틸리티,,,,
KR70166S0002,20260813,FGSC.10,에너지,.3605,2,-1.64,한화 PLUS K제조업핵심기업액티브증권상장지수투자신탁(주식)
KR70166S0002,,FGSC.15,소재,,,,
KR70166S0002,20260813,FGSC.20,산업재,23.8843,13.59,10.3,한화 PLUS K제조업핵심기업액티브증권상장지수투자신탁(주식)
KR70166S0002,20260813,FGSC.25,경기소비재,1.6545,6.12,-4.46,한화 PLUS K제조업핵심기업액티브증권상장지수투자신탁(주식)
KR70166S0002,,FGSC.30,필수소비재,,,,
KR70166S0002,,FGSC.35,의료,,,,
KR70166S0002,,FGSC.40,금융,,,,
KR70166S0002,20260813,FGSC.45,IT,74.1009,59.71,14.39,한화 PLUS K제조업핵심기업액티브증권상장지수투자신탁(주식)
KR70166S0002,,FGSC.50,통신서비스,,,,
KR70166S0002,,FGSC.55,유틸리티,,,,
KR7269540001,,FGSC.10,에너지,,,,
KR7269540001,,FGSC.15,소재,,,,
KR7269540001,,FGSC.20,산업재,,,,
KR7269540001,,FGSC.25,경기소비재,,,,
KR7269540001,,FGSC.30,필수소비재,,,,
KR7269540001,,FGSC.35,의료,,,,
KR7269540001,,FGSC.40,금융,,,,
KR7269540001,,FGSC.45,IT,,,,
KR7269540001,,FGSC.50,통신서비스,,,,
KR7269540001,,FGSC.55,유틸리티,,,,
KR7269530002,,FGSC.10,에너지,,,,
KR7269530002,,FGSC.15,소재,,,,
KR7269530002,,FGSC.20,산업재,,,,
KR7269530002,,FGSC.25,경기소비재,,,,
KR7269530002,,FGSC.30,필수소비재,,,,
KR7269530002,,FGSC.35,의료,,,,
KR7269530002,,FGSC.40,금융,,,,
KR7269530002,,FGSC.45,IT,,,,
KR7269530002,,FGSC.50,통신서비스,,,,
KR7269530002,,FGSC.55,유틸리티,,,,
KR70226A0000,,FGSC.10,에너지,,,,
KR70226A0000,,FGSC.15,소재,,,,
KR70226A0000,,FGSC.20,산업재,,,,
KR70226A0000,,FGSC.25,경기소비재,,,,
KR70226A0000,,FGSC.30,필수소비재,,,,
KR70226A0000,,FGSC.35,의료,,,,
KR70226A0000,,FGSC.40,금융,,,,
KR70226A0000,,FGSC.45,IT,,,,
KR70226A0000,,FGSC.50,통신서비스,,,,
KR70226A0000,,FGSC.55,유틸리티,,,,
KR7251590006,,FGSC.10,에너지,,,,
KR7251590006,20260813,FGSC.15,소재,14.8466,2.8,12.05,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.20,산업재,14.5964,13.59,1.01,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.25,경기소비재,18.5556,6.12,12.44,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.30,필수소비재,17.3549,1.91,15.45,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.35,의료,2.8195,5.15,-2.33,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.40,금융,20.6039,7.56,13.04,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.45,IT,3.6361,59.71,-56.07,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.50,통신서비스,5.136,.66,4.47,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7251590006,20260813,FGSC.55,유틸리티,2.4512,.5,1.95,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.10,에너지,4.9252,2,2.92,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.15,소재,1.2696,2.8,-1.53,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.20,산업재,10.7288,13.59,-2.86,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.25,경기소비재,13.6684,6.12,7.55,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.30,필수소비재,2.9154,1.91,1.01,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,,FGSC.35,의료,,,,
KR7161510003,20260813,FGSC.40,금융,55.4563,7.56,47.9,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,,FGSC.45,IT,,,,
KR7161510003,20260813,FGSC.50,통신서비스,9.1601,.66,8.5,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR7161510003,20260813,FGSC.55,유틸리티,1.8761,.5,1.38,한화 PLUS 고배당주증권상장지수투자신탁(주식)
KR70018C0000,20260813,FGSC.10,에너지,4.9336,2,2.93,한화 PLUS 고배당주위클리고정커버드콜증권상장지수투자신탁(주식-파생형)
KR70018C0000,20260813,FGSC.15,소재,1.2712,2.8,-1.53,한화 PLUS 고배당주위클리고정커버드콜증권상장지수투자신탁(주식-파생형)
KR70018C0000,20260813,FGSC.20,산업재,10.7046,13.59,-2.88,한화 PLUS 고배당주위클리고정커버드콜증권상장지수투자신탁(주식-파생형)
KR70018C0000,20260813,FGSC.25,경기소비재,13.6737,6.12,7.56,한화 PLUS 고배당주위클리고정커버드콜증권상장지수투자신탁(주식-파생형)
